.\files\Apple___Apple_scab
Number	Total Leaf Area	Percent Leaf Damage	Image name
 480 	     2963      	    1057.171785    	44707c11-0d08-411f-9fa3-21d3edf72031___RS_HL 6255.JPG
 481 	     3606      	    977.176927     	44714cae-d7c8-4b0a-9058-0fe9ba703064___RS_HL 8081.JPG
 482 	     4010      	    608.778055     	449205c0-c994-4e4f-9ea4-ef7fa45f2151___RS_HL 7730.JPG
 483 	     3252      	    455.873309     	44acd453-48a7-48db-997a-34b00a4d437a___RS_HL 7892.JPG
 484 	     1913      	    1381.285938    	44be3db8-37a5-44e1-a1b5-df963562cb86___RS_HL 7531.JPG
 485 	     3559      	    833.942119     	44d0b31c-72e0-4a8f-9c3b-64051dab5d2e___RS_HL 7856.JPG
 486 	      521      	    3643.953935    	44f96d95-150b-499d-8fb7-a95ed4df85c6___RS_HL 8152.JPG
 487 	     10898     	    377.023307     	45584571-03d6-40eb-909e-00c752a4d66e___RS_HL 5803.JPG
 488 	     9529      	    330.328471     	456779f4-b7a7-4980-94ee-1798491ca888___RS_HL 7415.JPG
 489 	     11364     	    242.590637     	456d5c1e-e025-4d4d-866c-799627dfeb36___RS_HL 5673.JPG
 490 	      850      	    3543.764706    	45b5782c-dd64-4513-954a-25a4c4c5fdef___RS_HL 7887.JPG
 491 	     1778      	    1361.642295    	45c79d4a-ac12-4bf8-a4d6-f59898aa4570___RS_HL 6317.JPG
 492 	     3024      	    1039.285714    	45ec1880-a9d2-4458-bd99-f0a6c01e54c4___RS_HL 6303.JPG
 493 	     1502      	    1316.111851    	461e67e8-40dd-4bf6-964a-d16c7fc59ac9___RS_HL 7244.JPG
 494 	     1704      	    1453.697183    	468c07f3-8ac1-4b0f-8e10-f97a7b41f4f9___RS_HL 7661.JPG
 495 	     2900      	    791.862069     	46c590f0-7e60-4ccd-af4e-45f911abf66a___RS_HL 6152.JPG
 496 	     11000     	    251.927273     	46ef8441-3792-4ca8-919b-eb6cedd0ed3f___RS_HL 5998.JPG
 497 	     9548      	    354.964390     	472f7b3f-a843-4ca2-b602-005ffc13d457___RS_HL 5864.JPG
 498 	      644      	    2623.757764    	47c4f435-2335-44ff-be67-20586e69aacf___RS_HL 7552.JPG
 499 	      505      	    4520.792079    	47c52b97-c8c7-41da-8bff-608d8db48408___RS_HL 6243.JPG
 500 	     18424     	    125.645897     	47c9915d-7fb5-4426-a1b8-5928c3b20666___RS_HL 7565.JPG
 501 	     3383      	    646.497192     	482fa3b9-4ab6-46ff-b670-ff5ba0f37425___RS_HL 5937.JPG
 502 	      880      	    1969.886364    	4839a9b1-c89f-475c-849f-c40c44e9cfff___RS_HL 6040.JPG
 503 	     12823     	    281.962099     	48585f10-a0d6-417c-9edc-fc029b04a195___RS_HL 7382.JPG
 504 	     2450      	    1041.020408    	48beab72-35ef-4711-ad53-579bfaf787d3___RS_HL 6230.JPG
 505 	      652      	    2322.392638    	48cdfda2-59c7-4de9-96e2-a38dffd80754___RS_HL 6158.JPG
 506 	     11007     	    325.819933     	48ff38b5-5af1-44e5-9d94-ee9a32715aba___RS_HL 6109.JPG
 507 	     9017      	    323.644228     	491f5957-ed75-4198-b988-4f0c834cd4ec___RS_HL 6043.JPG
 508 	      705      	    4009.219858    	4941b5f6-7a47-4207-bf9c-adfb43d46e26___RS_HL 6262.JPG
 509 	     1835      	    778.038147     	49b6b50f-7c76-4c31-9e33-b5ae8d22264c___RS_HL 5882.JPG
 510 	     7976      	    418.894183     	49c357ef-7887-43d3-a478-85486e70e2d3___RS_HL 5656.JPG
 511 	     3006      	    625.781770     	49cc68a3-a1df-47c2-99d5-c2cb3a4c0227___RS_HL 7854.JPG
 512 	     8439      	    303.590473     	49d18ffd-bfd4-435d-bffb-fe66ec0e3af6___RS_HL 5647.JPG
 513 	      270      	    5522.222222    	49db45ee-cfb4-4691-800f-e1887f163f49___RS_HL 6160.JPG
 514 	     8604      	    294.653649     	49fa7047-3a59-4afe-8dc3-e6fc10e5b830___RS_HL 7435.JPG
 515 	     3771      	    611.906656     	4a99390b-e2ee-4941-a14f-37575ada3004___RS_HL 6039.JPG
 516 	      961      	    2655.463059    	4aa3b2bb-1bd4-410a-bf6b-09862798bf88___RS_HL 6148.JPG
 517 	     2898      	    916.701173     	4aaa2349-eed7-48ed-a96c-02c313ee2d68___RS_HL 5911.JPG
 518 	     6549      	    506.138342     	4ab36472-9140-4bab-a351-008dd4845fde___RS_HL 5870.JPG
 519 	      587      	    5047.870528    	4ab5d6f0-6f9a-4af3-ab4d-6daf034edeff___RS_HL 7889.JPG
 520 	      543      	    4223.756906    	4b186022-c0ab-4a26-9930-c7944a3c431e___RS_HL 7389.JPG
 521 	     3053      	    1397.346872    	4b22a1e7-745b-4c78-a49e-14ca8cfba26a___RS_HL 8111.JPG
 522 	     3231      	    824.357784     	4b2958d2-b93d-4ed1-b899-01a6c3a5b8b6___RS_HL 7768.JPG
 523 	     15360     	    208.020833     	4b2e833c-9618-4733-90b1-71877f87a6f6___RS_HL 7361.JPG
 524 	     7748      	    232.072793     	4b8147d5-9bcb-4375-ab29-de19201bc9af___RS_HL 7372.JPG
 525 	      546      	    4838.461538    	4b8ec331-226a-4526-a87f-a2d45df438d7___RS_HL 5961.JPG
 526 	     2146      	    1587.092265    	4bfc8d18-abd9-473f-b581-22283574686d___RS_HL 8088.JPG
 527 	     10143     	    347.076802     	4c368acb-0a47-4c7f-84bd-29dc74660db9___RS_HL 5800.JPG
 528 	     1589      	    2013.719320    	4c3bd8fb-b507-4ef4-93b6-39f1b0d087d8___RS_HL 6252.JPG
 529 	      868      	    3882.027650    	4c4358f8-03ad-4d68-be74-d769ab728ef1___RS_HL 5921.JPG
 530 	      427      	    2312.177986    	4c501b09-39fc-4c6c-9c50-2200f0ba8b27___RS_HL 8187.JPG
 531 	     3525      	    874.354610     	4c50a62b-3af4-43f9-a31d-794abd545413___RS_HL 7739.JPG
 532 	     1006      	    1821.073559    	4c6671cb-b873-4e04-9dd8-fafb839a3d28___RS_HL 7797.JPG
 533 	     14295     	    255.830710     	4c7d424b-d418-4b72-84a9-2a639eabb5ec___RS_HL 5734.JPG
 534 	     8900      	    149.202247     	4c7e1a5a-fc48-43a8-959d-c7c8ad6462b9___RS_HL 7561.JPG
 535 	     2888      	    983.691136     	4cc430bb-9f3d-4dfc-86c0-0dfdfd71ebb3___RS_HL 6147.JPG
 536 	     7340      	    534.059946     	4cd37f4e-557b-4317-8772-21abd1efec65___RS_HL 7420.JPG
 537 	     13990     	    269.571122     	4cd8dfb9-2afe-425f-a110-39882ded3802___RS_HL 5799.JPG
 538 	     8576      	    328.334888     	4cf06978-a0b5-43a0-8da3-fda45eee2e1c___RS_HL 5777.JPG
 539 	     12078     	    227.314125     	4cfa1595-b674-419b-93f7-2a836ff4d1bd___RS_HL 7464.JPG
 540 	     7201      	    249.201500     	4d3a7082-8a74-4cbe-8c75-eb9ffd47490b___RS_HL 7792.JPG
 541 	     14344     	    203.102342     	4d6b1b98-2f9a-454d-9ac9-37433c715920___RS_HL 7338.JPG
 542 	     6354      	    354.060434     	4d6cc52c-984d-4652-ac24-ad608cb2085d___RS_HL 7725.JPG
 543 	     8958      	    245.132842     	4d7bd871-a301-44ce-a229-a8136e0a43e4___RS_HL 7891.JPG
 544 	     1557      	    1276.750161    	4da8c9ec-92d1-4e33-87b2-de2906f88a46___RS_HL 8201.JPG
 545 	     13438     	    120.888525     	4ddc6bdf-fa72-43ff-99df-36430b318df4___RS_HL 7499.JPG
 546 	      505      	    3010.495050    	4ddf9e55-b678-4036-87c3-66076035cbe2___RS_HL 6194.JPG
 547 	     2844      	    913.748242     	4e481e14-a671-4794-a1f0-9fca67ad7d0d___RS_HL 8124.JPG
 548 	     6428      	    168.372744     	4e817ac6-818a-431f-af6d-e44477f9b649___RS_HL 7616.JPG
 549 	     4790      	    599.331942     	4eab95ce-76ec-4bd2-9cc6-f39747569750___RS_HL 5958.JPG
 550 	      605      	    4480.826446    	4eae8d4c-d3d9-4109-8637-76b68e1a5b66___RS_HL 5975.JPG
 551 	     8280      	    372.753623     	4ec6e6f9-7f03-44ca-9bd0-1f64b5964308___RS_HL 5669.JPG
 552 	     2664      	    923.498498     	4f3f74a8-ea7f-4053-a14c-f2f6d3c219ad___RS_HL 7872.JPG
 553 	     8052      	    376.378539     	4f7c8fa5-f8cf-4b64-aaff-14d4a1c2cb27___RS_HL 7421.JPG
 554 	     15702     	    126.792765     	4f84889d-5057-4b56-9643-86b7ec5fcfdd___RS_HL 8063.JPG
 555 	      692      	    2908.526012    	4f915b76-fe41-4201-ae61-9c9ad7cbc94d___RS_HL 5933.JPG
 556 	     4247      	    753.826230     	4f9b8500-4510-4d79-bcbf-d9b680cd8fe8___RS_HL 6304.JPG
 557 	     4720      	    259.533898     	4fa27e50-47f1-4ce8-964d-06e0d62c086d___RS_HL 7881.JPG
 558 	     17480     	    128.146453     	4ffc00fe-a8ce-4103-9fab-30165684d8c5___RS_HL 7490.JPG
 559 	     5633      	    307.562578     	50477370-452c-4dd9-bdad-f270011e9094___RS_HL 6183.JPG
 560 	     9548      	    303.875157     	504ac2ab-ebfc-4c7d-89bf-d52955b6d297___RS_HL 7652.JPG
 561 	     16477     	    223.147418     	5060f00a-8caf-4379-b0c7-01147b8d932a___RS_HL 7472.JPG
 562 	     9460      	    184.619450     	507b3ab4-ca9a-490e-8f3a-0ac06905fc40___RS_HL 8033.JPG
 563 	     11319     	    298.012192     	50d5a081-d2b9-4297-ad6b-6c572018d941___RS_HL 7388.JPG
 564 	     3299      	    763.776902     	514b3065-844b-40c8-8a86-043200a1779e___RS_HL 7721.JPG
 565 	     1342      	    1815.052161    	5150163c-ce61-4b06-bcab-d806f8c78dba___RS_HL 7682.JPG
 566 	     1954      	    1217.758444    	5192db55-4aa7-421c-92d4-c2dac79e7379___RS_HL 6273.JPG
 567 	     4320      	    581.828704     	51ad3661-ed25-4c8f-9f90-44f8f0f042e0___RS_HL 7645.JPG
 568 	      474      	    1659.071730    	51cafddc-e99e-43bd-866f-21564d062cb2___RS_HL 6328.JPG
 569 	     2717      	    1100.478469    	51cb81e8-dd15-40cd-b4f2-5287379dfe74___RS_HL 6104.JPG
 570 	     1448      	    1047.168508    	51e374ab-4fe6-4207-9d81-ec059f4cd3b8___RS_HL 8050.JPG
 571 	     8395      	    347.421084     	51e68778-c3ba-423c-8fb8-bc5d1c20645a___RS_HL 7302.JPG
 572 	     2053      	    1018.265952    	523a77ee-6f19-4887-a35f-6ab14d47740b___RS_HL 8079.JPG
 573 	     2342      	    858.753202     	525ecf21-2ca1-4939-b258-6002432703aa___RS_HL 7712.JPG
 574 	     7216      	    307.192350     	526782c6-8d24-4438-8255-37422811d33f___RS_HL 7601.JPG
 575 	     1210      	    2016.942149    	52cf2701-f319-4b3e-b6fb-8071f2f09ca9___RS_HL 8191.JPG
 576 	     7365      	    468.336728     	530f24d7-aefb-419d-b814-2cb3a81cfe2c___RS_HL 6071.JPG
 577 	     3964      	    962.033300     	531fbf24-8362-445d-ba13-6ece16d53de7___RS_HL 6206.JPG
 578 	     1239      	    2484.826473    	5345137b-4957-4d47-896c-e9dcab8b7c43___RS_HL 7685.JPG
 579 	     3482      	    887.421022     	5348c7f1-02d4-40ae-989e-1537043644cf___RS_HL 7657.JPG
 580 	     3073      	    784.282460     	5356ef92-e60f-4456-8687-f8b624d60b53___RS_HL 5829.JPG
 581 	     3607      	    820.182978     	53ad510e-0bf0-4366-928b-8d80f1a51b50___RS_HL 5873.JPG
 582 	     1237      	    1804.688763    	53ad897b-864f-414f-84e7-0ea0ce53fa1d___RS_HL 7273.JPG
 583 	     3981      	    943.079628     	53b0c397-52b3-40c1-9ef5-c52b6ae7f4bb___RS_HL 6329.JPG
 584 	     16429     	    216.976079     	53d09cc6-89ef-4180-a823-31c5f6566656___RS_HL 6070.JPG
 585 	      11       	   49100.000000    	54c9c89e-7cb7-4c1e-8bbe-f33ca90df541___RS_HL 7766.JPG
 586 	     6168      	    377.853437     	54ef2bb4-12a7-447e-a980-32c74bd26c1e___RS_HL 7459.JPG
 587 	     9965      	    277.340692     	556b0ba0-dfb0-45de-9806-c6c068a8149d___RS_HL 5644.JPG
 588 	     15853     	    219.592506     	558de0a1-89a7-4fa4-8814-bb1d8a845bfd___RS_HL 5779.JPG
 589 	     3081      	    981.629341     	55a94d0f-ce98-4681-a4d5-a89dc2031b6a___RS_HL 7311.JPG
 590 	     2654      	    1028.033157    	55b3e1e7-0bd4-4e0b-b929-19d68fc43e23___RS_HL 7653.JPG
 591 	      676      	    3444.822485    	55b70cf6-c157-48bb-892c-24fa7c230a85___RS_HL 6203.JPG
 592 	     9708      	    418.943140     	55c7113c-3c1e-452c-a7bd-bb6fe007a20d___RS_HL 5724.JPG
 593 	     3452      	    413.702202     	55e058db-7a66-4468-b6f8-a2e3fd4d567d___RS_HL 8128.JPG
 594 	     2752      	    461.736919     	55e3aeb1-2c97-4cdd-9b75-8ab8d94c8447___RS_HL 7778.JPG
 595 	     8737      	    314.055168     	55e7b07d-f05f-403a-ab00-e8102cb0341c___RS_HL 7410.JPG
 596 	     13736     	    176.361386     	55eca570-7e6f-4bb9-ae2e-b9834d8fcea7___RS_HL 7726.JPG
 597 	      642      	    4244.704050    	56357993-94b9-4ed2-bc6e-22d4245f958e___RS_HL 7313.JPG
 598 	     1808      	    1310.896018    	567114a3-0ce7-42e3-8245-ca6f3e27cf43___RS_HL 8001.JPG
 599 	     4971      	    436.511768     	567c7469-bee8-4ddc-8ee9-2f14b3fb569e___RS_HL 7817.JPG
 600 	     4967      	    382.907187     	56bc065a-e27d-4ec9-a15b-63188f6ddf66___RS_HL 7933.JPG
 601 	      482      	    3735.269710    	56bd23e7-9376-418a-8dfb-f767bdc78500___RS_HL 6124.JPG
 602 	     6311      	    448.708604     	56c024f5-844e-47d0-a936-d1617219125c___RS_HL 7776.JPG
 603 	      932      	    1693.884120    	56c8fb12-185b-4225-bdee-abdbdcc6101b___RS_HL 7574.JPG
 604 	     3675      	    588.217687     	56ca7e9b-3db1-4130-ab97-8627eb1a3850___RS_HL 7593.JPG
 605 	      504      	    4896.428571    	57113348-f0fa-49d9-9d53-46edc4ae7bdb___RS_HL 6215.JPG
 606 	     2141      	    1063.194769    	57b5c040-d081-45ad-a73b-948eb18dd3eb___RS_HL 7826.JPG
 607 	     8417      	    209.088749     	57e50846-b756-498f-a4b7-84571faed0ab___RS_HL 7541.JPG
 608 	     12158     	    359.516368     	57ef10ab-f1fe-4b14-ad46-91b4255f2e49___RS_HL 5796.JPG
 609 	     5382      	    573.615756     	58200f54-e3ef-4546-9378-0700a030e697___RS_HL 8005.JPG
 610 	      18       	   72611.111111    	5820f6e9-8564-4b16-b548-4565567b07c0___RS_HL 7793.JPG
 611 	      371      	    4261.185984    	5823ffd3-bd23-4088-80f5-dd33ae876694___RS_HL 7765.JPG
 612 	     2149      	    837.645416     	5857071f-208a-40a0-85f2-6bc9f5a98fea___RS_HL 6026.JPG
 613 	     6856      	    415.694282     	58bebbd8-1cfa-486b-86b3-64cf33697320___RS_HL 7651.JPG
 614 	     4013      	    435.833541     	590363be-ab1f-4d0e-87a5-d632b28d79e0___RS_HL 7334.JPG
 615 	     3702      	    823.716910     	5915bea7-aecc-4247-acfe-6e115e7c9836___RS_HL 7703.JPG
 616 	     2189      	    953.860210     	5941b857-a525-4aff-ba20-def608d63c4d___RS_HL 6119.JPG
 617 	     5463      	    465.202270     	594c429c-488e-4d8e-9b44-c3929cecafc9___RS_HL 5878.JPG
 618 	     2516      	    1292.726550    	594d37c6-accf-4ea8-9c97-8a9e0300010d___RS_HL 8019.JPG
 619 	     3184      	    887.594221     	595381e5-c16b-4348-aaea-00763903646d___RS_HL 6153.JPG
 620 	     12915     	    228.424313     	5977222a-8f4a-44b3-9960-61fcf36c5e7f___RS_HL 5664.JPG
 621 	     2961      	    559.506923     	5a0aa782-76a8-4de9-89e9-47cb35d222e3___RS_HL 6310.JPG
 622 	     8380      	    353.329356     	5a2ee566-426a-4422-b8e7-14e2e3190846___RS_HL 7486.JPG
 623 	     1071      	    3106.162465    	5a92a89d-a10e-423c-aed8-8505e04e15dc___RS_HL 7836.JPG
 624 	     1651      	    1291.278013    	5ac41a3d-ca1b-4215-a7a5-500d77acc67a___RS_HL 5931.JPG
 625 	      973      	    2930.318602    	5ade6606-f111-4074-a533-30f215297f08___RS_HL 6282.JPG
 626 	     13755     	    282.806252     	5adf1cdb-17bc-4871-ad87-ccdf715cfdb7___RS_HL 7309.JPG
 627 	     1082      	    2219.408503    	5b0eb6d3-92f9-4332-8228-6c587810f9c6___RS_HL 7949.JPG
 628 	     4650      	    410.903226     	5b264ecb-2c4c-47f3-93ec-c9f79a3e8e09___RS_HL 7401.JPG
 629 	     2931      	    692.630502     	5b8c01e5-748f-4b5b-b64b-26bb129a5db6___RS_HL 7996.JPG
 630 	     2234      	    813.025962     	5ba92c8d-c731-436f-9d77-5685ec780f5f___RS_HL 8120.JPG
 631 	     1930      	    1247.668394    	5bf61b7f-4211-4667-b004-3481279854f2___RS_HL 8095.JPG
 632 	     24066     	    170.053187     	5bfc7dd9-17aa-4e40-b7f3-6033dc95f408___RS_HL 5717.JPG
 633 	     14769     	    181.975760     	5c320c7a-e164-43d0-adab-b966ff9e2c1a___RS_HL 8055.JPG
 634 	     18801     	    164.767831     	5c554f84-2f25-4a08-8cd9-561a0c56fc12___RS_HL 5820.JPG
 635 	     13553     	    227.359256     	5c74b103-09f2-48ae-bbdd-7aa9aaf929cc___RS_HL 5649.JPG
 636 	     1799      	    614.007782     	5ceb4c0b-09ea-48e5-87b8-454adc630534___RS_HL 7573.JPG
 637 	     1448      	    2292.748619    	5ceefac5-fa4f-4b5c-b270-3a945fc89ec0___RS_HL 6191.JPG
 638 	     7834      	    224.163901     	5d1bb18d-dda0-4079-b3c5-62bc50c3ce35___RS_HL 7560.JPG
 639 	     6014      	    417.159960     	5d4206ed-09fa-42d5-a42d-2fc98cb4820d___RS_HL 6032.JPG
 640 	     1566      	    1392.848020    	5d542bd8-d3c1-484e-9cc1-e7c409aff1f8___RS_HL 6197.JPG
 641 	     10829     	    268.011820     	5d738917-48c8-4a27-90e9-0a4eac076fbc___RS_HL 5999.JPG
 642 	     2053      	    1523.185582    	5db8c857-6f3a-4066-9bd6-e245e725d03e___RS_HL 8016.JPG
 643 	     1034      	    1632.591876    	5dba053d-d3b0-49b9-babc-4f1e8e7d3f59___RS_HL 6235.JPG
 644 	     1302      	    1897.542243    	5decc9b0-698c-49d0-906b-1a679b0001f9___RS_HL 6245.JPG
 645 	     2332      	    1000.471698    	5ded9dac-20e0-4e68-a202-43c6723c335d___RS_HL 6186.JPG
 646 	      602      	    2912.458472    	5e39c42c-b499-495f-8612-eb3a1079d594___RS_HL 6047.JPG
 647 	     3560      	    717.752809     	5e552830-5ccd-4f85-9f77-ed63db285890___RS_HL 5994.JPG
 648 	     4494      	    1066.043614    	5e6846df-21b1-444c-ac0d-34c67443dbef___RS_HL 7270.JPG
 649 	     17991     	    153.020955     	5ee4cb1c-d933-4e89-b364-9b740b48e077___RS_HL 6224.JPG
 650 	     2248      	    1356.583630    	5eea6ca0-2fb5-4382-bd60-2893d4367bc3___RS_HL 6007.JPG
 651 	     15103     	    204.555386     	5f067f00-b2c7-4948-b961-b940b4b148db___RS_HL 5860.JPG
 652 	     4632      	    394.797064     	5f1b959d-c157-455f-baea-258293cad073___RS_HL 6114.JPG
 653 	      524      	    6037.977099    	5f4ef432-dcd4-4035-811a-b86aff3c885f___RS_HL 5963.JPG
 654 	     2044      	    516.487280     	5f83961d-85ba-4fed-9d97-dbf83c2965d9___RS_HL 6029.JPG
 655 	     2762      	    596.777697     	5fbda72a-a8f7-4ac9-a1d9-6c8d2e316297___RS_HL 7747.JPG
 656 	      691      	    4339.652677    	5fc41ba8-baf5-47ce-b6e5-3741dd3b154f___RS_HL 5965.JPG
 657 	     8612      	    455.236879     	5fc76906-09db-4c86-a95e-f3c8d70c29c6___RS_HL 7414.JPG
 658 	     2058      	    1111.370262    	5fd5b78d-72e9-4e04-99cf-a1b4ef4ba485___RS_HL 7852.JPG
 659 	      222      	    2809.459459    	5fd95287-1688-4342-8105-ad21af63aeac___RS_HL 8078.JPG
 660 	     5001      	    412.497500     	602a8c1f-1fa9-4141-b589-d514acc17ce4___RS_HL 6016.JPG
 661 	     12838     	    314.301293     	6034f340-2122-4fe1-8696-cd5327f6984f___RS_HL 7445.JPG
 662 	     1274      	    1441.522763    	60385266-12df-445f-9fcf-196b1f91c254___RS_HL 8070.JPG
 663 	     7621      	    295.643616     	603b96cc-3237-4ddf-97b9-11ddbf4840f0___RS_HL 7598.JPG
 664 	     10176     	    218.730346     	605bebdc-6d3e-4cfe-8498-3ccd1028e76d___RS_HL 7877.JPG
 665 	     8459      	    312.601962     	606de063-baa7-4f80-b474-6e5cf4ea010a___RS_HL 7979.JPG
 666 	     13059     	    263.871659     	60a20878-4945-491b-adff-ca8829824261___RS_HL 5847.JPG
 667 	     8010      	    173.882647     	60af8fc1-7f44-496c-9999-507d06e92142___RS_HL 7278.JPG
 668 	     2418      	    507.402812     	60be19f7-984f-4e9d-ad1d-4d21ea4c0eef___RS_HL 7966.JPG
 669 	     1262      	    950.554675     	614e548e-9a13-428c-89bf-353a1880cf73___RS_HL 8190.JPG
 670 	     18130     	    200.341975     	61697828-b645-4f07-844a-dc9902713d3e___RS_HL 7363.JPG
 671 	      617      	    2824.959481    	616a7bd4-b200-4057-9c03-3cdedae3992a___RS_HL 7614.JPG
 672 	     4978      	    555.383688     	61cac07b-9d6e-4fac-b60f-410280d94ed1___RS_HL 7455.JPG
 673 	     2938      	    624.540504     	61cc71ec-5d4d-4c85-939b-77e8cd75fafe___RS_HL 6038.JPG
 674 	      756      	    3198.280423    	62047680-5efb-4779-99e0-d2bfe2ddba8a___RS_HL 7791.JPG
 675 	      484      	    6345.661157    	6224ac4b-d395-4137-974b-e945c5655dbe___RS_HL 5960.JPG
 676 	     1319      	    2327.520849    	622b6e6e-1388-4933-9f74-3ae54937a3d7___RS_HL 5920.JPG
 677 	     2001      	    1357.171414    	6272b53a-1ade-46fc-85e8-cf9517c6e0ed___RS_HL 7858.JPG
 678 	     1791      	    1587.158012    	62acb368-c1b6-496c-910d-64cd4b8c5941___RS_HL 7964.JPG
 679 	     9136      	    383.723730     	62c6270f-9667-492e-be5b-ee599927718a___RS_HL 7671.JPG
 680 	     4560      	    281.074561     	62d3964c-3cc9-495c-94d5-0558f5fe3063___RS_HL 7607.JPG
 681 	     15999     	    195.824739     	62e8755e-c7c8-4eb9-b937-4dd4f1e14723___RS_HL 7339.JPG
 682 	      807      	    3358.364312    	6379ed3c-dd03-4f07-a773-84842960d921___RS_HL 7741.JPG
 683 	     1273      	    1063.315004    	638ea400-bbc7-4642-b7f3-f57e2f3409cb___RS_HL 7718.JPG
 684 	     10442     	    322.620188     	63f2f961-ac3f-4a2d-9fc1-6987e8da97cc___RS_HL 7447.JPG
 685 	     1661      	    1100.842866    	6422d3df-4b2d-4e73-b1c9-3da9f763cb75___RS_HL 7259.JPG
 686 	     5301      	    557.102434     	6437e60f-2ce4-447d-be7f-b2fb181eef42___RS_HL 5992.JPG
 687 	      895      	    3013.296089    	643e172f-02bf-4021-9587-6cfd21c8a344___RS_HL 6053.JPG
 688 	     1256      	    2740.207006    	64764c6e-6e57-4fbe-903f-06103bd72a38___RS_HL 5951.JPG
 689 	     5171      	    403.674338     	647ab085-3f32-4ff1-9972-bef63cb4085e___RS_HL 7595.JPG
 690 	     9116      	    350.438789     	6504ca1b-442e-4839-b61e-2660fffcb67b___RS_HL 7952.JPG
 691 	     4402      	    643.661972     	6519f187-e99f-4a02-9a28-eb4e167ea35c___RS_HL 6015.JPG
 692 	     20982     	    143.932895     	65a6866e-a6ea-46d5-a8ca-413f98cd8b7a___RS_HL 5817.JPG
 693 	      694      	    2234.726225    	65a6d1f7-616e-40b7-8ebb-8b895c69a7dd___RS_HL 7813.JPG
 694 	     2291      	    1268.223483    	65c5f31a-626b-4e2c-afd1-d740ce4ab7d8___RS_HL 7995.JPG
 695 	     2777      	    1043.788261    	65f9450e-cd32-465c-b2cd-e24111798fb1___RS_HL 7950.JPG
 696 	     8658      	    387.294987     	65fcf384-964b-41c5-9a54-aecb473283d2___RS_HL 7672.JPG
 697 	     11689     	    336.495851     	6627c6e7-9d4f-41a7-9d86-ad04cfe2841a___RS_HL 7442.JPG
 698 	     11128     	    288.371675     	6695f23d-03f2-48ce-a3fe-b0fcd4f4972c___RS_HL 5884.JPG
 699 	     5010      	    430.738523     	66b2ddc7-46d8-487c-a93b-43d4332b7a31___RS_HL 5764.JPG
 700 	     10074     	    328.072265     	6758f085-1397-42a4-8b03-2f5e87f3bedd___RS_HL 5751.JPG
 701 	     1844      	    1736.334056    	6760f8fc-05d5-4cdb-ba7c-4d87d508bb79___RS_HL 8185.JPG
 702 	     4286      	    320.041997     	679f57c6-992b-424e-beb7-5344a873e1dd___RS_HL 8026.JPG
 703 	     3319      	    837.571558     	67bb4b6e-c398-42db-a269-7aa2e06fee3f___RS_HL 7610.JPG
 704 	     11806     	    281.009656     	6806c56d-b5d6-45fc-8e96-0d8def5932b9___RS_HL 5692.JPG
 705 	     6990      	    438.726753     	682b3d72-607f-404f-b9e8-48acc1574f41___RS_HL 7419.JPG
 706 	     3636      	    763.751375     	686a65da-b541-4b08-94bf-631cf6d27449___RS_HL 7584.JPG
 707 	     3798      	    757.846235     	686f612d-bb49-409a-8afa-0707481774fe___RS_HL 8184.JPG
 708 	     2356      	    1140.916808    	68812d5a-2b5d-4a89-b8de-f8f87422f321___RS_HL 6280.JPG
 709 	     1078      	    2115.120594    	688b1671-7399-46a1-b93e-53b11cf210f7___RS_HL 7842.JPG
 710 	     4760      	    587.773109     	68b064ad-fce1-4ab8-9c2c-82f49c4a5ee2___RS_HL 7993.JPG
 711 	     6174      	    374.878523     	68bec77e-3c62-4ea5-85e4-fa29068ebb34___RS_HL 7340.JPG
 712 	     7884      	    407.483511     	68d3346d-11c5-4ad7-ba09-2f616dde3848___RS_HL 7428.JPG
 713 	     1725      	    1790.260870    	68dd3ff0-d8d5-49a7-8813-46293114d967___RS_HL 7990.JPG
 714 	     1112      	    2306.294964    	68f559ea-dff3-43a8-a804-a491e5c4feb9___RS_HL 7909.JPG
 715 	     1386      	    1064.502165    	68fdb88e-755a-47c3-8e60-600533b8a53c___RS_HL 7780.JPG
 716 	     1904      	    1015.073529    	68feaaac-b503-4202-99fb-2cb86ad427c3___RS_HL 7916.JPG
 717 	     3121      	    489.971163     	69344270-ab7c-44c1-a395-03dfb984108a___RS_HL 5925.JPG
 718 	     5504      	    652.143895     	6935b4ee-4f53-4f11-b2bf-d9e7db6dcaa9___RS_HL 7253.JPG
 719 	     12446     	    298.826932     	698bc8a2-cead-4946-8d9a-abe38760d1fb___RS_HL 5855.JPG
 720 	     4971      	    471.072219     	6a2b2664-0e91-455c-8978-64c097631604___RS_HL 7808.JPG
 721 	     3197      	    989.208633     	6a5ded2c-8123-4d42-86fe-7be3c9f268a1___RS_HL 6302.JPG
 722 	     3156      	    982.604563     	6aa4217e-6d45-4a3b-8804-99fe82bd8925___RS_HL 7627.JPG
 723 	     5626      	    453.928191     	6acc4c43-8bc1-4a6e-a6d6-93474e9c8502___RS_HL 7654.JPG
 724 	     1422      	    2186.357243    	6b106a6f-b47f-40a3-8825-f7bfea6163d7___RS_HL 7905.JPG
 725 	     12600     	    298.873016     	6b11324f-6b70-40d7-9cd2-f7d36b0c69cd___RS_HL 7431.JPG
 726 	     7678      	    399.049232     	6b1696f3-a455-4ac4-b5e4-2839681937fe___RS_HL 5867.JPG
