.\files\Cherry_(including_sour)___Powdery_mildew
Number	Total Leaf Area	Percent Leaf Damage	Image name
 457 	     32031     	     4.149106      	6e4263eb-1b86-4d34-9da8-e398e3e8931d___FREC_Pwd.M 0307.JPG
 458 	     27370     	     7.172086      	6eb582da-cba3-44e1-832b-d8ef8526851a___FREC_Pwd.M 4774.JPG
 459 	     37069     	     4.378322      	6f1c8a5e-7df4-46cf-9cbf-3f5588512393___FREC_Pwd.M 0564.JPG
 460 	     30641     	     9.066284      	6f54b2ab-ab60-49a6-a203-bc273bbfc17e___FREC_Pwd.M 4733.JPG
 461 	     29076     	     5.148576      	6f76b1b9-8650-4510-bdb5-3f82191e6bc8___FREC_Pwd.M 4841.JPG
 462 	     41342     	     1.267476      	6f82f88c-8c37-484c-8175-01b53790a16d___FREC_Pwd.M 0350.JPG
 463 	     35012     	     12.864161     	6f863320-0323-490f-a02d-b943a9caa94f___FREC_Pwd.M 0251.JPG
 464 	     34857     	     5.952893      	6faac72d-9593-4b9f-9008-93ecdf88c730___FREC_Pwd.M 0308.JPG
 465 	     21570     	     7.913769      	70408f47-c49b-44d5-8ced-f3d7d02d8b68___FREC_Pwd.M 4503.JPG
 466 	     29197     	     8.552249      	7054a175-341f-47e7-b948-1db7dd713ff1___FREC_Pwd.M 4605.JPG
 467 	     26178     	     11.899305     	70c5c136-d253-4825-902a-ab8e4f6b8588___FREC_Pwd.M 4849.JPG
 468 	     31201     	     7.063876      	70e798a5-6773-4abd-86b6-f2e4d2fbb265___FREC_Pwd.M 0574.JPG
 469 	     26073     	     33.133893     	7103d533-8699-4038-886c-65556c9524fb___FREC_Pwd.M 4668.JPG
 470 	     39117     	     13.068487     	713874af-16b2-43d7-9404-8e0ccbe33ee8___FREC_Pwd.M 0512.JPG
 471 	     25297     	     28.453967     	7153bd0f-847f-40a5-9252-cf1d2e0426c4___FREC_Pwd.M 4666.JPG
 472 	     36898     	     21.353461     	71bcd3c5-95d6-4b6f-88dc-c8dcbf49e6ed___FREC_Pwd.M 4650.JPG
 473 	     35147     	     2.762682      	71f131a8-9dbd-4330-a515-519a65d705a5___FREC_Pwd.M 0436.JPG
 474 	     34391     	     4.102818      	722fc94f-8b5b-47cc-9a9a-63c874a814b4___FREC_Pwd.M 4906.JPG
 475 	     33197     	     15.826731     	728525fd-75a3-4356-a7b4-34d56c31e12b___FREC_Pwd.M 4857.JPG
 476 	     35671     	     10.919234     	72d335eb-b2fc-4808-ba4a-94f1178f9c54___FREC_Pwd.M 0413.JPG
 477 	     30828     	     18.119891     	73110949-6c96-4ce8-91b1-22ee7b8af9bf___FREC_Pwd.M 4742.JPG
 478 	     28786     	     4.293754      	7395ef22-f4fa-41de-8b01-adf1980a7882___FREC_Pwd.M 4497.JPG
 479 	     34836     	     7.262602      	73dc8186-cfe1-4021-8697-ed4e3cf16568___FREC_Pwd.M 0282.JPG
 480 	     26477     	     23.103071     	7428687f-b77a-4e20-8bdd-f36cd90f931c___FREC_Pwd.M 0467.JPG
 481 	     32847     	     9.623405      	74936000-efc2-47d4-8e31-8c59fcd17400___FREC_Pwd.M 0271.JPG
 482 	     32496     	     15.866568     	74e32f6b-3bab-49b9-8665-aa8ce546d555___FREC_Pwd.M 0260.JPG
 483 	     25764     	     18.188170     	753c3273-e5a5-4425-ab2b-45f41c21ce12___FREC_Pwd.M 4519.JPG
 484 	     35515     	     5.180909      	75819ffc-fe0c-4586-b925-e84c5a7c7528___FREC_Pwd.M 4563.JPG
 485 	     26887     	     6.966192      	75e036a9-2c97-4b9a-816c-54424c51127a___FREC_Pwd.M 5013.JPG
 486 	     13356     	     85.908955     	763ede8b-c6f1-4e82-8326-1b240c17103f___FREC_Pwd.M 5106.JPG
 487 	     14926     	     91.913440     	7665ae36-28ec-4350-9798-89b4a32e32a8___FREC_Pwd.M 5124.JPG
 488 	     35666     	     8.938485      	769cf206-744b-4850-8c29-2ba3c9f3c0a1___FREC_Pwd.M 0495.JPG
 489 	     31120     	     15.739075     	76d8c7b8-2091-48bd-b169-37f3c739cc89___FREC_Pwd.M 4877.JPG
 490 	     35524     	     5.061367      	76ec8385-dfe2-46fd-bb01-9c29e0c6a310___FREC_Pwd.M 4567.JPG
 491 	     9736      	     61.668036     	7722c82b-13bd-44b0-aabd-dd37e8e02a6b___FREC_Pwd.M 5062.JPG
 492 	     38839     	     3.429542      	77627584-80d1-4b90-ba73-1d7c57f37da7___FREC_Pwd.M 0568.JPG
 493 	     30561     	     7.401590      	776bd11d-e7d0-404c-a356-2168ab65bb7c___FREC_Pwd.M 0339.JPG
 494 	     30395     	     8.711959      	77989419-b1f4-4e7e-8e85-48edbd870d31___FREC_Pwd.M 4933.JPG
 495 	     31210     	     7.859660      	77e3b2c2-5e50-467f-b081-91a84f9d6436___FREC_Pwd.M 0258.JPG
 496 	     28525     	     17.500438     	783d0cdc-ee4a-4e54-a0cd-4409c9c1bd47___FREC_Pwd.M 4867.JPG
 497 	     34128     	     3.190928      	783e28d7-3b7f-4b9c-81a0-99218f2d3f84___FREC_Pwd.M 4833.JPG
 498 	     37354     	     4.609948      	7862888d-6bad-46c1-82a4-f824860ce1b1___FREC_Pwd.M 0533.JPG
 499 	     23231     	     10.739960     	7891f5ee-6f1f-4957-a91c-4ad97b4eb725___FREC_Pwd.M 4720.JPG
 500 	     24279     	     6.561226      	7899bce2-cd7e-4f46-b636-a7b350d2c9cb___FREC_Pwd.M 4585.JPG
 501 	     10680     	     70.730337     	78a912be-4a06-43c3-ac79-876b1a0f7c9f___FREC_Pwd.M 5072.JPG
 502 	     37080     	     5.752427      	7a567828-29c4-47e9-8503-66cf4d211f68___FREC_Pwd.M 0352.JPG
 503 	     24312     	     14.696446     	7a67d9b7-02ee-4296-823f-5872dd55894c___FREC_Pwd.M 4746.JPG
 504 	     29781     	     22.833350     	7aa06c3f-08e1-4de1-9bfb-3f6bdd4c1abd___FREC_Pwd.M 5034.JPG
 505 	     37123     	     9.352692      	7aae9182-41b4-4675-89f9-84daac6ec058___FREC_Pwd.M 4627.JPG
 506 	     28690     	     41.603346     	7bdc9034-8d4d-4696-a613-744345e0367b___FREC_Pwd.M 4995.JPG
 507 	     32651     	     6.946188      	7c01393f-ad4c-4921-93bc-c13e428dd530___FREC_Pwd.M 0241.JPG
 508 	     32168     	     7.249440      	7c0ec329-c07a-4b09-bff4-516818141170___FREC_Pwd.M 4985.JPG
 509 	     27054     	     19.845494     	7c2e785f-36d4-4ce9-84a8-2b5a278ffa6a___FREC_Pwd.M 4710.JPG
 510 	     25812     	     7.647606      	7c8e53d5-bb27-4fda-b7a0-1d1713d2bb3a___FREC_Pwd.M 4764.JPG
 511 	     31774     	     26.978032     	7c954648-9427-4785-bc21-2bf92256da2a___FREC_Pwd.M 4657.JPG
 512 	     22149     	     11.418123     	7cadc083-dec9-4e7d-a1c1-5d77e3b4274d___FREC_Pwd.M 4732.JPG
 513 	     30096     	     6.495880      	7cb2097e-2713-493b-a7eb-451908affeb5___FREC_Pwd.M 0555.JPG
 514 	     34133     	     5.203176      	7ce9d6bf-c6c3-4be4-a5f1-b6f133691f4a___FREC_Pwd.M 4572.JPG
 515 	     33060     	     5.057471      	7d064d83-ccf6-4d7e-947f-885dea2c9b6f___FREC_Pwd.M 0281.JPG
 516 	     19889     	     36.175776     	7d12ee5a-03ea-4fb4-9d11-0ef46304e29a___FREC_Pwd.M 5052.JPG
 517 	     33163     	     3.292826      	7d22a800-a720-4f93-9209-7dee8313f42c___FREC_Pwd.M 0272.JPG
 518 	     34848     	     18.623737     	7e4fa114-22d5-45b5-8ebf-5981ede12875___FREC_Pwd.M 5045.JPG
 519 	     28406     	     14.799690     	7e573bd3-4a2d-4da4-a455-1232321bbc87___FREC_Pwd.M 4524.JPG
 520 	     27632     	     5.660104      	7f8cbd0f-92e2-47a1-958e-24ea187da6b2___FREC_Pwd.M 4894.JPG
 521 	     33048     	     8.720649      	7fdf71f5-9de9-4a09-b8e4-a20d15c9b9af___FREC_Pwd.M 0417.JPG
 522 	     28341     	     5.776084      	7fe8279e-ac07-4b37-823d-35c2d81e7d3c___FREC_Pwd.M 4478.JPG
 523 	     26317     	     5.304556      	80b27199-5f5a-48e0-8dd0-f75cf23e1519___FREC_Pwd.M 4927.JPG
 524 	     28704     	     8.643395      	80f0343a-1bea-4cfd-9869-0c16763aa0b9___FREC_Pwd.M 5021.JPG
 525 	     35065     	     9.664908      	8197f614-82e6-440a-bb94-74322b7c0b4c___FREC_Pwd.M 0425.JPG
 526 	     24927     	     13.479360     	81b931e2-acf0-4516-8ab4-e1173411dc60___FREC_Pwd.M 4725.JPG
 527 	     35816     	     3.459348      	81cd32df-f7ac-4ffa-bdc2-0a64b9c13792___FREC_Pwd.M 4505.JPG
 528 	     33403     	     20.755621     	82002c9f-b763-411f-9795-497c1de9ca6d___FREC_Pwd.M 0249.JPG
 529 	     30347     	     10.099845     	826e78de-feb2-495c-9268-a9617970026e___FREC_Pwd.M 4622.JPG
 530 	     35518     	     6.461512      	82cad357-576b-4e8f-9d46-8db17d592d4d___FREC_Pwd.M 0411.JPG
 531 	     35182     	     6.833040      	82d1cf96-b56d-4476-a14e-759319b473b8___FREC_Pwd.M 0519.JPG
 532 	     25616     	     10.181137     	83360ba1-5577-4fcf-8a6d-8496431a862d___FREC_Pwd.M 4936.JPG
 533 	     32116     	     3.730228      	835aa390-f0a2-490f-9d55-ddd320dbd528___FREC_Pwd.M 0452.JPG
 534 	     37816     	     24.087688     	839ce381-d6ef-4555-878a-11ceb23302ff___FREC_Pwd.M 4914.JPG
 535 	     40591     	     18.050799     	84270d70-0871-497f-9f9c-dc496d6c8640___FREC_Pwd.M 0454.JPG
 536 	     32416     	     19.333045     	84476972-818a-486a-bb2f-a685bc9dac24___FREC_Pwd.M 0407.JPG
 537 	     33720     	     6.343416      	849207ab-f567-4567-b70e-2d34f5376a48___FREC_Pwd.M 0442.JPG
 538 	     31878     	     5.975908      	849459ae-9c96-47da-875b-f79860c8e51b___FREC_Pwd.M 0320.JPG
 539 	     30235     	     4.028444      	84c6b4a2-fbab-4315-bd1a-c154c2435ee5___FREC_Pwd.M 4474.JPG
 540 	     35674     	     8.572069      	84ff1c46-5c01-4136-bef5-59cd2d0ed812___FREC_Pwd.M 0572.JPG
 541 	     52321     	     12.589591     	85447316-1260-4088-9121-3b1d69c533f1___FREC_Pwd.M 5141.JPG
 542 	     12029     	     71.053288     	854a1985-0856-41a9-9f9a-2e1a5822e07c___FREC_Pwd.M 5079.JPG
 543 	     33178     	     4.897824      	8556b7ae-0dc8-4d68-ac44-119f1aff6082___FREC_Pwd.M 0588.JPG
 544 	     20717     	     11.449534     	86991f2d-b1e4-449a-b515-53f0bed5028b___FREC_Pwd.M 4716.JPG
 545 	     42080     	     13.875951     	86aceb2d-8be8-4077-b79f-4178dcb970c7___FREC_Pwd.M 5132.JPG
 546 	     27452     	     85.385400     	86b39099-53d7-42dc-b69c-1e2e8814a535___FREC_Pwd.M 4814.JPG
 547 	     29794     	     17.157817     	870231af-5ab9-4bb9-8892-347dabf2cb9d___FREC_Pwd.M 5044.JPG
 548 	     39136     	     2.271566      	87458990-3ac3-4cc8-bee6-d4135cb92086___FREC_Pwd.M 0561.JPG
 549 	     29508     	     4.527586      	874f041d-b07c-4fe3-a847-72bafd5f6075___FREC_Pwd.M 0326.JPG
 550 	     32704     	     7.054183      	879dacc2-8446-40dc-818e-a6a025c95673___FREC_Pwd.M 4617.JPG
 551 	     29674     	     19.818697     	87b1168d-39cf-4e31-966b-53a9fc8b8917___FREC_Pwd.M 4956.JPG
 552 	     10175     	     71.616708     	87e0db60-4830-436a-ab50-5e5bfa10028f___FREC_Pwd.M 5080.JPG
 553 	     34640     	     10.409931     	87ef0359-61bf-4b11-8ae1-7e46e6e90750___FREC_Pwd.M 0535.JPG
 554 	     24472     	     77.447695     	88396555-c8fa-4750-8d0c-b3034960c63c___FREC_Pwd.M 4811.JPG
 555 	     31663     	     9.143164      	886e024a-ae28-4692-96dd-f8c7a5c38c19___FREC_Pwd.M 4759.JPG
 556 	     33329     	     12.727655     	890379a9-f446-4f14-af25-bbf4a3544473___FREC_Pwd.M 0391.JPG
 557 	     32595     	     2.997392      	89735f9b-c046-4689-afee-4633fa0707f3___FREC_Pwd.M 0480.JPG
 558 	     37300     	     14.790885     	898a840a-b4a5-4f12-830b-434e07538b2e___FREC_Pwd.M 4649.JPG
 559 	     11105     	     42.080144     	898cc60e-bae8-41c9-9695-cfafff82bce6___FREC_Pwd.M 5091.JPG
 560 	     33749     	     12.818158     	8a07cd65-72a0-4b6f-a393-7e2d3e3274d0___FREC_Pwd.M 4737.JPG
 561 	     33553     	     5.439156      	8a3e2835-651b-4e81-8f39-60ac46db2962___FREC_Pwd.M 4897.JPG
 562 	     28753     	     10.882343     	8a433d5d-7f92-4c12-b8fb-9993de59732f___FREC_Pwd.M 4637.JPG
 563 	     37170     	     4.062416      	8ad6e23a-7ad5-47a7-a2e3-55655ef64ccd___FREC_Pwd.M 4461.JPG
 564 	     35166     	     11.502588     	8af0a449-b266-4e80-822e-af6033fc537b___FREC_Pwd.M 0545.JPG
 565 	     33752     	     3.987912      	8af92c46-f8c4-4b63-a9db-8718f2ac1dd4___FREC_Pwd.M 0438.JPG
 566 	     32798     	     11.369596     	8b8c2681-e75e-452f-babe-04499e8160c5___FREC_Pwd.M 4507.JPG
 567 	     12506     	     79.649768     	8b990f9b-939d-4899-bd73-02cdb6fa251e___FREC_Pwd.M 5105.JPG
 568 	     34203     	     5.677865      	8b9d11fd-5f48-4562-9256-e047b1be6966___FREC_Pwd.M 4463.JPG
 569 	     27615     	     13.662864     	8bdd0a9b-df18-4587-a4ac-09a7cf651d54___FREC_Pwd.M 0377.JPG
 570 	     31203     	     3.563760      	8c59b0dd-1ea9-4c7f-a008-de5cafcbb91d___FREC_Pwd.M 4570.JPG
 571 	     25783     	     7.811349      	8cee5b79-cc5f-4be4-8900-588ec384b4b3___FREC_Pwd.M 4771.JPG
 572 	     26835     	     5.686603      	8d6db97d-d955-4847-abcb-f31c213599da___FREC_Pwd.M 4591.JPG
 573 	     34890     	     17.721410     	8d6e8113-7c11-401a-aa6e-a5e91e7f94ce___FREC_Pwd.M 0278.JPG
 574 	     30152     	     2.421067      	8d90f324-ed2c-400c-b2bb-78ed84034264___FREC_Pwd.M 0264.JPG
 575 	     32882     	     27.300651     	8e48b58c-cc17-4fb1-97bb-6c0d056ab4dc___FREC_Pwd.M 5031.JPG
 576 	     18923     	     25.043598     	8ea23363-e8ad-4e80-a02e-1eb9b80e9a76___FREC_Pwd.M 5155.JPG
 577 	     35128     	     6.171715      	8ed6abab-561f-4d71-8803-2869614f4e85___FREC_Pwd.M 0585.JPG
 578 	     39575     	     17.698042     	8efb390e-1477-4de8-90cc-829adfc3e46c___FREC_Pwd.M 4987.JPG
 579 	     20861     	     14.582235     	8f3c4634-f3a6-46c6-bb0f-bb67823b6e5d___FREC_Pwd.M 4711.JPG
 580 	     31349     	     6.287282      	900cf5aa-c000-45d4-8e30-743c195b1ccd___FREC_Pwd.M 0516.JPG
 581 	     21002     	     76.506999     	9010117f-944e-4649-8610-5bd70d100f03___FREC_Pwd.M 4808.JPG
 582 	     35012     	     2.924712      	902ca277-0bba-4a6d-a685-c5b1aa8fa4ec___FREC_Pwd.M 0448.JPG
 583 	     30802     	     4.386079      	908003f7-4b82-4be9-9d9d-e2e8debb230e___FREC_Pwd.M 0453.JPG
 584 	     38478     	     14.226311     	90a92942-d448-4394-a618-f7b7236f0fc3___FREC_Pwd.M 5002.JPG
 585 	     38205     	     4.177464      	90b2da87-c7d3-4369-8547-f4246836806f___FREC_Pwd.M 0575.JPG
 586 	     31196     	     4.256956      	910283ff-e130-48c1-9a7d-a379a90e8bf4___FREC_Pwd.M 0381.JPG
 587 	     29615     	     10.528448     	9108bab4-28f5-49d7-96f3-3b7afc0a38f8___FREC_Pwd.M 4727.JPG
 588 	     16034     	     73.250592     	91138612-59e9-4e5c-9eeb-c424f7e1d431___FREC_Pwd.M 5121.JPG
 589 	     30724     	     2.704726      	9141ec65-e550-4f45-92e7-3c078a5f17ca___FREC_Pwd.M 0265.JPG
 590 	     36095     	     5.183543      	91d667f6-de17-48fe-9d42-f7dd3edfb622___FREC_Pwd.M 0357.JPG
 591 	     39543     	     24.001720     	91f27d9d-080a-4590-b72f-a85053f02d22___FREC_Pwd.M 0336.JPG
 592 	     30943     	     18.559933     	930823eb-ada1-49cf-873b-49574680c1f5___FREC_Pwd.M 4601.JPG
 593 	     36878     	     5.350073      	933c196b-f28c-4cd9-8620-ef97762ff394___FREC_Pwd.M 4772.JPG
 594 	     25738     	     16.687388     	935d5fc7-11d0-4739-98a0-2aa0224ee62d___FREC_Pwd.M 4955.JPG
 595 	     33524     	     2.944159      	937668de-0516-4a8a-870b-9cbaaf83d0fa___FREC_Pwd.M 0437.JPG
 596 	     30150     	     4.616915      	94427a36-9a76-477b-a53e-1b735e3ac9cb___FREC_Pwd.M 4588.JPG
 597 	     12855     	     74.585764     	94523c3e-044e-4bec-9850-297de335cdf6___FREC_Pwd.M 5070.JPG
 598 	     43296     	     22.918976     	945f0cfe-c6da-4164-92f6-900acad26611___FREC_Pwd.M 4486.JPG
 599 	     34791     	     6.237245      	94b1d6ee-1dce-413a-beb9-23e024d5cf11___FREC_Pwd.M 4760.JPG
 600 	     34502     	     4.153382      	94ebc82a-0f50-4fcd-a3e7-a10b5c844781___FREC_Pwd.M 4484.JPG
 601 	     38547     	     12.965990     	95689263-5b6a-4aba-9b28-ec6adb2c4eaf___FREC_Pwd.M 0418.JPG
 602 	     33892     	     7.252449      	9573e36f-a55b-4011-87bb-dadd511b8f7d___FREC_Pwd.M 4639.JPG
 603 	     39272     	     12.777551     	95b8a1fa-d992-4cf4-a6e4-0a342b7ac4ee___FREC_Pwd.M 4501.JPG
 604 	     29221     	     10.660142     	95dbe9f1-ea94-4b3b-9ae4-5ee670226eee___FREC_Pwd.M 4829.JPG
 605 	     34406     	     6.940650      	9606fef7-31e2-439d-93e1-f2d860844cad___FREC_Pwd.M 4613.JPG
 606 	     35104     	     4.270169      	967a5409-af55-490b-9146-41dc3d2889a0___FREC_Pwd.M 4479.JPG
 607 	     33107     	     3.597427      	971178c1-4670-43ca-b01c-9461663f0a60___FREC_Pwd.M 0262.JPG
 608 	     31072     	     4.148429      	9772d53b-c48b-472c-86cb-24d0de2446a6___FREC_Pwd.M 0327.JPG
 609 	     28606     	     19.300147     	9798c4ae-5a80-4386-9e1c-c306d507940b___FREC_Pwd.M 0465.JPG
 610 	     15419     	     31.571438     	98735a23-9c85-4110-a4b7-f3614a7e168d___FREC_Pwd.M 5055.JPG
 611 	     33632     	     10.564343     	9874295e-fe0f-4408-88b0-0402a272041a___FREC_Pwd.M 0292.JPG
 612 	     27986     	     5.492032      	987c1e12-4c60-42e9-8ba7-4ba0a08c849a___FREC_Pwd.M 4491.JPG
 613 	     28346     	     11.461935     	9888b4cb-17f3-4aa4-9f8e-39ddd67d3110___FREC_Pwd.M 4940.JPG
 614 	     34938     	     3.703704      	98d9907e-a81b-4f0f-b282-e5736aa29eb1___FREC_Pwd.M 4573.JPG
 615 	     39332     	     22.635513     	990fbd27-217d-492a-8a8d-ead540b193e5___FREC_Pwd.M 5004.JPG
 616 	     39862     	     5.993176      	994248c0-09b3-45d7-abee-d7bc761672aa___FREC_Pwd.M 0508.JPG
 617 	     29449     	     4.125777      	994dde28-a70f-4fd9-86db-49151166eb1d___FREC_Pwd.M 4477.JPG
 618 	     34592     	     4.237974      	9a190630-f11a-4e5b-9495-3c4535bb4144___FREC_Pwd.M 0367.JPG
 619 	     22581     	     12.621230     	9a969b7c-484b-45c8-9d25-f240903511a4___FREC_Pwd.M 4786.JPG
 620 	     26616     	     7.416592      	9af3c619-59ed-4037-8106-26af5fadc388___FREC_Pwd.M 5011.JPG
 621 	     36113     	     7.576219      	9be8e2c0-0b9d-4fdf-9c58-08fc384349e7___FREC_Pwd.M 0507.JPG
 622 	     35988     	     7.385795      	9c08c34d-49d5-4319-ab41-9221d51c4de4___FREC_Pwd.M 4618.JPG
 623 	     37451     	     2.031988      	9c2e0ff6-cf68-4bcc-9004-e3b4cd89d4ec___FREC_Pwd.M 0439.JPG
 624 	     31974     	     14.649403     	9c4b8dcf-44b2-460e-bbf9-b63e80604c8c___FREC_Pwd.M 4642.JPG
 625 	     26864     	     10.374479     	9c809051-23f7-4159-81aa-4d7f596535f0___FREC_Pwd.M 5019.JPG
 626 	     36766     	     13.534244     	9c85bae1-cccc-458b-864e-7b3692b665a5___FREC_Pwd.M 0291.JPG
 627 	     31479     	     12.443216     	9d41e7d1-9410-460f-b2e2-2141c0c4e42b___FREC_Pwd.M 0302.JPG
 628 	     30378     	     18.882086     	9d879873-2f64-473a-8c76-72ad55131402___FREC_Pwd.M 4800.JPG
 629 	     33201     	     9.189482      	9d9c0c1a-fd2b-4563-b5c6-e393e4fd8b09___FREC_Pwd.M 4803.JPG
 630 	     19515     	     63.310274     	9e2c02c8-8f21-4ddc-98e3-a653a4660db5___FREC_Pwd.M 5076.JPG
 631 	     22427     	     8.364917      	9e549db4-f6b2-4f65-a2d9-bcddb6f14f0d___FREC_Pwd.M 4718.JPG
 632 	     28734     	     3.782975      	9e5c2bd5-31ad-4f24-980b-3aea5d5bb80c___FREC_Pwd.M 0305.JPG
 633 	     12338     	     89.422921     	9e7ff0c0-2ae6-4cbc-a205-11c639530046___FREC_Pwd.M 5116.JPG
 634 	     29728     	     5.096206      	9f1755ba-99e8-4a92-8221-45d175090c59___FREC_Pwd.M 4493.JPG
 635 	     31557     	     4.328675      	9f1837a8-5fe3-429a-acaa-2f851be4cbc9___FREC_Pwd.M 4843.JPG
 636 	     25707     	     29.688412     	9f1b8936-8c75-4b99-aac1-5e716edd6d9c___FREC_Pwd.M 4672.JPG
 637 	     32666     	     10.791037     	9f75b6f7-0a6e-4347-8476-cc2054a4f49f___FREC_Pwd.M 0311.JPG
 638 	     32041     	     7.399894      	a00c665f-2c4b-42b1-9e36-a77a129c79da___FREC_Pwd.M 0301.JPG
 639 	     30839     	     7.500243      	a0797810-e1df-4171-80f6-25f02fea33d1___FREC_Pwd.M 4796.JPG
 640 	     31430     	     15.679287     	a0a675ac-fc10-45a9-879c-60ede3c69df9___FREC_Pwd.M 4851.JPG
 641 	     30470     	     23.744667     	a0e41113-2d10-4f8a-95fb-c4c71dfe1dae___FREC_Pwd.M 4670.JPG
 642 	     36066     	     17.409749     	a0e5fb1a-b456-4f0c-9fa2-e7f9976c72c9___FREC_Pwd.M 0332.JPG
 643 	     28806     	     10.202736     	a11fe3e1-5641-435f-b7df-f6d7a06da02b___FREC_Pwd.M 0554.JPG
 644 	     12893     	     59.179400     	a1b8deb6-ef70-4d87-8fea-188a2d84b240___FREC_Pwd.M 5069.JPG
 645 	     35683     	     9.074349      	a1d9a59f-ea5f-47c7-8305-75cffd13a86c___FREC_Pwd.M 4892.JPG
 646 	     39514     	     2.781293      	a1e9c49a-5188-4441-8918-60c4719dc313___FREC_Pwd.M 0558.JPG
 647 	     30364     	     5.951126      	a21fb672-e50e-40eb-9141-17a084f6e5ef___FREC_Pwd.M 4475.JPG
 648 	     27336     	     14.826602     	a24067ad-f2ad-469a-ad73-033aa1bdbc51___FREC_Pwd.M 4859.JPG
 649 	     37432     	     4.757961      	a2730e42-4b0b-4155-85be-09ebf839badd___FREC_Pwd.M 0346.JPG
 650 	     35751     	     4.033454      	a28e20f2-73bd-40d0-b523-0893cb1f77fd___FREC_Pwd.M 0514.JPG
 651 	     32345     	     5.521719      	a2916797-9058-4c29-a6af-bec8c708efab___FREC_Pwd.M 4597.JPG
 652 	     21710     	     59.705205     	a2bf26c3-9f0b-4b47-be11-ab058cc9a133___FREC_Pwd.M 5165.JPG
 653 	     29107     	     10.121277     	a311fa97-e506-4f95-85ee-eb23c01f8cfd___FREC_Pwd.M 4795.JPG
 654 	     34917     	     5.077756      	a3591bf9-0311-4c54-88de-002e18a55e32___FREC_Pwd.M 4565.JPG
 655 	     34296     	     13.642990     	a3a004e2-e93b-4064-a9ed-636f58db4e49___FREC_Pwd.M 5029.JPG
 656 	     34803     	     8.005057      	a3e55d23-0e8e-4653-b037-0ee783a5ca84___FREC_Pwd.M 4905.JPG
 657 	     30486     	     6.816244      	a3ebcd97-c380-4a41-b8c0-493e5a74d0fd___FREC_Pwd.M 0387.JPG
 658 	     32091     	     5.316132      	a4922bd5-2911-478c-bb02-f801c834bfeb___FREC_Pwd.M 0337.JPG
 659 	     36092     	     6.627507      	a55a9be1-cecc-4a09-a30a-fdf435945dd1___FREC_Pwd.M 4500.JPG
 660 	     32143     	     5.562642      	a59c1014-98e0-4cb6-8860-f0520fea6536___FREC_Pwd.M 4517.JPG
 661 	     25408     	     16.475126     	a5fa9413-8503-4da7-8845-345402c4004f___FREC_Pwd.M 4861.JPG
 662 	     29559     	     6.843939      	a6015a83-8f5e-4e1b-bede-d326e49efc1f___FREC_Pwd.M 4780.JPG
 663 	     22578     	     16.981132     	a6421f2e-fa46-45a6-9f1b-64b60cde096a___FREC_Pwd.M 4743.JPG
 664 	     34596     	     25.375766     	a6d1f85a-bb21-40d2-822e-aa603d8b2a65___FREC_Pwd.M 4541.JPG
 665 	     35741     	     9.560449      	a726864c-cd52-4dde-818b-7b79b6ce2f0e___FREC_Pwd.M 4915.JPG
 666 	     17028     	     86.017148     	a76ebe42-b9c1-4848-8b89-b62ef6e1a91c___FREC_Pwd.M 5115.JPG
 667 	     23644     	     34.554221     	a7b75c15-4118-4d7f-94d5-e859ace0cbf4___FREC_Pwd.M 5050.JPG
 668 	     33713     	     8.068104      	a80d12ff-1263-4196-87eb-1634495fc7a7___FREC_Pwd.M 0382.JPG
 669 	     53543     	     16.467139     	a84e8ae1-cd86-43a2-b014-86ed8fbc0ad6___FREC_Pwd.M 5136.JPG
 670 	     36427     	     12.979383     	a8532f9d-c6c3-44e4-9278-c7350c4adb09___FREC_Pwd.M 0526.JPG
 671 	     33355     	     3.909459      	a8b20f6d-d2d2-4a5c-aa4e-90b2ed20da0c___FREC_Pwd.M 0540.JPG
 672 	     31955     	     6.146143      	a90c7766-8136-4a31-b5b3-c20ef2927196___FREC_Pwd.M 4977.JPG
 673 	     31841     	     19.264470     	a9235bc4-a3f3-4b9e-8e28-d7b2e18bca51___FREC_Pwd.M 0462.JPG
 674 	     23815     	     11.232417     	a928b766-fc8f-4329-89ab-3c2d3d57a5bd___FREC_Pwd.M 4751.JPG
 675 	     31619     	     14.832854     	a92ff182-8a3f-486f-81dd-8c866b28e0a6___FREC_Pwd.M 4902.JPG
 676 	     31625     	     4.060079      	a97ab660-879e-4cc5-a1ff-ae98e0c794e4___FREC_Pwd.M 0488.JPG
 677 	     9972      	     36.813077     	a98ed458-0abe-4218-bb5f-c5d8c5953aaa___FREC_Pwd.M 5053.JPG
 678 	     34188     	     5.232830      	a993dae5-7b74-4416-87eb-2eea9f3609c4___FREC_Pwd.M 4499.JPG
 679 	     24587     	     13.076016     	a9d9b490-8493-42b5-93db-0ddf26ea7641___FREC_Pwd.M 4735.JPG
 680 	     31713     	     7.485889      	aa04b9b8-28e8-4dcb-bbff-8d86ec6168a1___FREC_Pwd.M 4782.JPG
 681 	     28997     	     22.354037     	aa2deb62-4250-4a7d-957f-ec15e090780c___FREC_Pwd.M 4661.JPG
 682 	     35605     	     4.378599      	aab15e82-2539-4798-a755-be6442a96f83___FREC_Pwd.M 0529.JPG
 683 	     23835     	     15.745752     	ab00a995-2310-4b84-b0e6-a111a6e22cca___FREC_Pwd.M 4701.JPG
 684 	     36558     	     6.791947      	ab269e53-f834-4f28-a175-c24de184f407___FREC_Pwd.M 0511.JPG
